SKU,Barcode,ProductName,Category,SubCategory,Brand,UnitSize,BaseUnitPriceLKR,CostPriceLKR,TypicalShelfLifeDays,IsPerishable,PerishabilityTier,Supplier,SupplierSKU,CaseSize,MinOrderQty,MaxShelfCapacityUnits,BackroomCapacity,AverageWeeklySales,SeasonalityIndex,TurnoverDays
LK-FRO-WFFYB,4795651335859,Cargills Frozen Vegetables 1kg,Frozen & Chilled,Frozen Foods,Cargills,1kg,690.0,592.92,93,True,MEDIUM,Cargills (Ceylon) PLC,CAR-CARG-1KG-FS,6,2,38,52,4.45,1.04,41.8
LK-FRO-TJPPG,4790608917003,Keells Frozen Paratha 5 pcs,Frozen & Chilled,Frozen Foods,Keells,5 pcs,1119.95,906.53,42,True,MEDIUM,Kandy Frozen Supply Co. 293,KEE-KEEL-5PCS-KJ,24,1,28,41,5.11,1.16,26.8
LK-FRO-J8BMY,4799961143586,Cargills Frozen Vegetables 500g,Frozen & Chilled,Frozen Foods,Cargills,500g,1000.0,826.54,115,True,MEDIUM,Kandy Frozen Supply Co. E6G,CAR-CARG-500G-CV,6,3,27,52,2.17,0.94,61.0
LK-FRO-37UXN,4797147320431,Keells Frozen Nuggets 1kg,Frozen & Chilled,Frozen Foods,Keells,1kg,460.0,368.64,57,True,MEDIUM,Keells Food Products,KEE-KEEL-1KG-J6,12,2,37,26,10.03,1.01,18.1
LK-FRO-B4KS7,4795552672039,Elephant House Frozen Sausages 1kg,Frozen & Chilled,Frozen Foods,Elephant House,1kg,660.0,529.35,116,True,MEDIUM,Kalutara Frozen Supply Co. B28,ELE-ELEP-1KG-8D,6,3,35,52,1.34,0.99,128.0
LK-FRO-AW7EE,4792181679323,Keells Frozen Vegetables 10 pcs,Frozen & Chilled,Frozen Foods,Keells,10 pcs,1250.0,1042.76,139,True,MEDIUM,Kandy Frozen Supply Co. E6G,KEE-KEEL-10PC-ZN,24,2,36,68,35.42,1.0,5.0
LK-FRO-X8D6U,4793218302429,Keells Frozen Nuggets 1L,Frozen & Chilled,Frozen Foods,Keells,1L,1150.0,929.6,137,True,MEDIUM,Kalutara Frozen Supply Co. B28,KEE-KEEL-1L-S4,24,2,32,68,1.91,0.86,82.1
LK-FRO-CWGDQ,4793465336338,Cargills Frozen Paratha 1kg,Frozen & Chilled,Frozen Foods,Cargills,1kg,740.0,639.87,108,True,MEDIUM,Cargills (Ceylon) PLC,CAR-CARG-1KG-W8,24,2,34,51,13.12,0.85,12.7
LK-FRO-Q66CK,4791704701251,Kist Ice Cream 500g,Frozen & Chilled,Ice Cream,Kist,500g,1529.95,1246.79,97,True,MEDIUM,Ambalangoda Frozen Supply Co. Z8Y,KIS-KIST-500G-LQ,6,3,14,23,6.23,1.43,11.0
LK-FRO-RRBED,4795591698335,Elephant House Frozen Nuggets 5 pcs,Frozen & Chilled,Frozen Foods,Elephant House,5 pcs,809.9,669.1,156,True,MEDIUM,Keells Food Products,ELE-ELEP-5PCS-9P,12,2,32,54,1.74,0.95,90.1
LK-FRO-KXNZ7,4790765094623,Kist Ice Cream 5 pcs,Frozen & Chilled,Ice Cream,Kist,5 pcs,1200.0,1017.29,120,True,MEDIUM,Cargills (Ceylon) PLC,KIS-KIST-5PCS-8W,12,2,32,68,9.09,1.6,17.2
LK-FRO-EH5BH,4790936091949,Elephant House Frozen Vegetables 1L,Frozen & Chilled,Frozen Foods,Elephant House,1L,469.95,378.01,128,True,MEDIUM,Ambalangoda Frozen Supply Co. Z8Y,ELE-ELEP-1L-AE,24,3,13,16,2.5,1.13,25.5
LK-FRO-7799D,4791497268214,Kist Frozen Sausages 10 pcs,Frozen & Chilled,Frozen Foods,Kist,10 pcs,949.95,769.56,164,True,MEDIUM,Keells Food Products,KIS-KIST-10PC-X5,24,3,21,34,1.45,1.1,71.0
LK-FRO-KCYHP,4795639748923,Keells Frozen Sausages 1L,Frozen & Chilled,Frozen Foods,Keells,1L,790.0,680.33,72,True,MEDIUM,Kandy Frozen Supply Co. 293,KEE-KEEL-1L-CD,12,2,15,24,0.56,1.14,131.2
LK-FRO-99S6U,4797793599588,Keells Frozen Vegetables 1L,Frozen & Chilled,Frozen Foods,Keells,1L,899.9,773.73,58,True,MEDIUM,Kurunegala Frozen Supply Co. 7U5,KEE-KEEL-1L-PR,12,3,31,43,4.28,0.99,35.5
LK-FRO-5HK29,4791919699336,Elephant House Frozen Sausages 500g,Frozen & Chilled,Frozen Foods,Elephant House,500g,1249.9,1052.11,95,True,MEDIUM,Kandy Frozen Supply Co. 293,ELE-ELEP-500G-RC,6,1,19,37,0.97,0.98,96.0
LK-FRO-RXXM5,4792029487479,Keells Frozen Sausages 1kg,Frozen & Chilled,Frozen Foods,Keells,1kg,580.0,484.24,89,True,MEDIUM,Ambalangoda Frozen Supply Co. T87,KEE-KEEL-1KG-HH,6,2,24,25,1.47,1.15,80.0
LK-FRO-F675X,4790394750556,Elephant House Frozen Vegetables 500g,Frozen & Chilled,Frozen Foods,Elephant House,500g,670.0,575.73,86,True,MEDIUM,Ratnapura Frozen Supply Co. X2T,ELE-ELEP-500G-98,24,1,26,39,1.87,0.97,68.1
LK-FRO-EX9YC,4799272094805,Kist Frozen Nuggets 1kg,Frozen & Chilled,Frozen Foods,Kist,1kg,749.95,624.81,49,True,MEDIUM,Kandy Frozen Supply Co. E6G,KIS-KIST-1KG-2Z,12,2,25,12,3.05,1.08,40.2
LK-FRO-WWB3T,4793944101044,Elephant House Frozen Vegetables 1kg,Frozen & Chilled,Frozen Foods,Elephant House,1kg,810.0,704.06,163,True,MEDIUM,Hambantota Frozen Supply Co. SAH,ELE-ELEP-1KG-98,12,2,23,34,0.11,1.23,1024.5
LK-FRO-HPKRZ,4797538481116,Kist Frozen Nuggets 10 pcs,Frozen & Chilled,Frozen Foods,Kist,10 pcs,949.95,788.62,136,True,MEDIUM,Kandy Frozen Supply Co. 293,KIS-KIST-10PC-9C,6,2,26,40,1.72,1.24,74.1
LK-FRO-WU4LA,4792135469222,Keells Frozen Paratha 1kg,Frozen & Chilled,Frozen Foods,Keells,1kg,1249.9,1069.44,115,True,MEDIUM,Kandy Frozen Supply Co. E6G,KEE-KEEL-1KG-UA,12,1,36,59,2.84,1.0,62.1
LK-FRO-8DD4D,4793981079511,Kist Frozen Paratha 5 pcs,Frozen & Chilled,Frozen Foods,Kist,5 pcs,1320.0,1070.28,96,True,MEDIUM,Kalutara Frozen Supply Co. B28,KIS-KIST-5PCS-NX,6,1,20,36,1.38,0.85,71.0
LK-FRO-2CX5S,4791854133360,Keells Frozen Vegetables 500g,Frozen & Chilled,Frozen Foods,Keells,500g,729.95,616.62,47,True,MEDIUM,Kalutara Frozen Supply Co. B28,KEE-KEEL-500G-ZA,6,2,31,62,3.55,1.13,42.8
LK-FRO-LDXMV,4799221911429,Cargills Frozen Nuggets 500g,Frozen & Chilled,Frozen Foods,Cargills,500g,970.0,797.24,151,True,MEDIUM,Ambalangoda Frozen Supply Co. Z8Y,CAR-CARG-500G-TH,12,1,21,25,31.38,1.23,3.3
LK-FRO-4WKAH,4792017402095,Elephant House Frozen Sausages 5 pcs,Frozen & Chilled,Frozen Foods,Elephant House,5 pcs,829.9,714.14,73,True,MEDIUM,Ambalangoda Frozen Supply Co. T87,ELE-ELEP-5PCS-VV,12,3,24,37,9.49,1.07,12.4
LK-FRO-G4VTH,4795321801134,Cargills Frozen Nuggets 1kg,Frozen & Chilled,Frozen Foods,Cargills,1kg,1339.9,1127.33,113,True,MEDIUM,Cargills (Ceylon) PLC,CAR-CARG-1KG-WJ,6,1,23,36,4.67,1.2,24.1
LK-FRO-JKS3M,4796713202539,Elephant House Frozen Nuggets 1L,Frozen & Chilled,Frozen Foods,Elephant House,1L,619.95,507.52,33,True,MEDIUM,Kurunegala Frozen Supply Co. 7U5,ELE-ELEP-1L-LR,24,3,26,6,1.56,0.86,81.7
LK-FRO-9538V,4790877210751,Elephant House Ice Cream 1kg,Frozen & Chilled,Ice Cream,Elephant House,1kg,1350.0,1112.53,167,True,MEDIUM,Hambantota Frozen Supply Co. SAH,ELE-ELEP-1KG-UD,6,2,38,53,27.88,1.71,6.7
LK-FRO-U7JYT,4792654168934,Cargills Ice Cream 1kg,Frozen & Chilled,Ice Cream,Cargills,1kg,1390.0,1124.33,67,True,MEDIUM,Ambalangoda Frozen Supply Co. Z8Y,CAR-CARG-1KG-M9,12,2,30,52,4.48,1.59,32.8
LK-BEV-NL75B,4797042357310,Elephant House Cream Soda 330ml,Beverages,Soft Drinks,Elephant House,330ml,105.0,81.35,285,False,LOW,Hambantota Beverages Supply Co. JTC,ELE-ELEP-330M-ZR,12,1,102,191,26.43,1.23,18.9
LK-BEV-A8A98,4795088494990,Elephant House Cream Soda 500ml,Beverages,Soft Drinks,Elephant House,500ml,175.5,137.97,208,False,LOW,Hambantota Beverages Supply Co. JTC,ELE-ELEP-500M-3N,24,3,96,163,5.55,1.28,84.8
LK-BEV-ESTYT,4792259551339,Elephant House Cream Soda 1L,Beverages,Soft Drinks,Elephant House,1L,280.0,216.85,211,False,LOW,Negombo Beverages Supply Co. HE3,ELE-ELEP-1L-CW,12,2,85,110,10.97,1.08,38.0
LK-BEV-9VXGQ,4796365905048,Elephant House Cream Soda 1.5L,Beverages,Soft Drinks,Elephant House,1.5L,500.0,415.77,225,False,LOW,Ceylon Cold Stores PLC,ELE-ELEP-15L-9R,24,2,66,94,17.23,1.14,18.8
LK-BEV-NMPHJ,4798171899351,Elephant House Cream Soda 2L,Beverages,Soft Drinks,Elephant House,2L,540.0,416.74,301,False,LOW,Kurunegala Beverages Supply Co. FRH,ELE-ELEP-2L-V6,24,2,63,80,33.2,1.37,9.3
LK-BEV-PRGB3,4792306594005,Elephant House Ginger Beer 330ml,Beverages,Soft Drinks,Elephant House,330ml,120.0,99.42,198,False,LOW,Coca-Cola Beverages Sri Lanka,ELE-ELEP-330M-GB,12,3,86,150,29.86,0.92,14.1
LK-BEV-SBF6C,4792846168780,Elephant House Ginger Beer 500ml,Beverages,Soft Drinks,Elephant House,500ml,140.0,113.78,300,False,LOW,Matara Beverages Supply Co. PE4,ELE-ELEP-500M-NM,12,2,120,216,17.42,0.91,33.8
LK-BEV-9SPPV,4794210651003,Elephant House Ginger Beer 1L,Beverages,Soft Drinks,Elephant House,1L,359.9,284.64,290,False,LOW,Kalutara Beverages Supply Co. C8Q,ELE-ELEP-1L-3A,12,1,85,111,47.8,1.07,8.7
LK-BEV-KJQY5,4797217618987,Elephant House Ginger Beer 1.5L,Beverages,Soft Drinks,Elephant House,1.5L,469.9,369.4,314,False,LOW,Hambantota Beverages Supply Co. JTC,ELE-ELEP-15L-97,24,3,108,209,12.16,1.01,43.5
LK-BEV-FQ7LC,4794873045195,Elephant House Ginger Beer 2L,Beverages,Soft Drinks,Elephant House,2L,529.9,433.88,257,False,LOW,Kalutara Beverages Supply Co. C8Q,ELE-ELEP-2L-WX,24,1,106,214,46.36,1.18,11.2
LK-BEV-CRGY9,4795859391855,Elephant House Lemonade 330ml,Beverages,Soft Drinks,Elephant House,330ml,140.0,109.56,306,False,LOW,Coca-Cola Beverages Sri Lanka,ELE-ELEP-330M-3J,12,2,83,168,2.13,1.19,190.9
LK-BEV-4QW47,4790207153789,Elephant House Lemonade 500ml,Beverages,Soft Drinks,Elephant House,500ml,185.0,151.0,361,False,LOW,Negombo Beverages Supply Co. HE3,ELE-ELEP-500M-TM,12,2,93,175,9.9,1.01,46.0
LK-BEV-6477L,4792100720402,Elephant House Lemonade 1L,Beverages,Soft Drinks,Elephant House,1L,299.95,235.08,129,False,LOW,Kurunegala Beverages Supply Co. FRH,ELE-ELEP-1L-V9,12,1,70,104,39.09,1.23,8.8
LK-BEV-BV548,4791864426247,Elephant House Lemonade 1.5L,Beverages,Soft Drinks,Elephant House,1.5L,429.95,332.17,144,False,LOW,Kalutara Beverages Supply Co. C8Q,ELE-ELEP-15L-9D,24,3,108,138,12.98,1.15,40.8
LK-BEV-7DUUQ,4790732466897,Elephant House Lemonade 2L,Beverages,Soft Drinks,Elephant House,2L,529.95,432.89,203,False,LOW,Hambantota Beverages Supply Co. JTC,ELE-ELEP-2L-8S,12,2,55,80,7.85,0.95,34.3
LK-BEV-LU7BU,4798113018642,Coca-Cola Coca-Cola 330ml,Beverages,Soft Drinks,Coca-Cola,330ml,125.0,101.95,335,False,LOW,Coca-Cola Beverages Sri Lanka,COC-COCA-330M-JR,12,2,93,175,12.46,1.29,36.6
LK-BEV-DBRTR,4797432567404,Coca-Cola Coca-Cola 500ml,Beverages,Soft Drinks,Coca-Cola,500ml,155.0,120.18,241,False,LOW,Kurunegala Beverages Supply Co. FRH,COC-COCA-500M-XP,24,2,88,113,3.13,0.96,137.8
LK-BEV-BJB2A,4797136930054,Coca-Cola Coca-Cola 1L,Beverages,Soft Drinks,Coca-Cola,1L,389.95,308.58,149,False,LOW,Kurunegala Beverages Supply Co. FRH,COC-COCA-1L-JM,12,2,81,110,12.53,1.12,31.7
LK-BEV-NSJW5,4791161599941,Coca-Cola Coca-Cola 1.5L,Beverages,Soft Drinks,Coca-Cola,1.5L,519.95,407.67,328,False,LOW,Kalutara Beverages Supply Co. C8Q,COC-COCA-15L-K4,12,2,90,136,20.14,1.34,21.9
LK-BEV-ZDGTV,4790232358593,Coca-Cola Coca-Cola 2L,Beverages,Soft Drinks,Coca-Cola,2L,539.95,430.93,304,False,LOW,Coca-Cola Beverages Sri Lanka,COC-COCA-2L-YD,12,2,69,117,51.65,1.3,6.5
LK-BEV-6PZSU,4792524777747,Sprite Sprite 330ml,Beverages,Soft Drinks,Sprite,330ml,110.0,87.4,345,False,LOW,Kalutara Beverages Supply Co. C8Q,SPR-SPRI-330M-T2,24,2,52,78,8.78,1.12,29.0
LK-BEV-5J7ZZ,4793779385466,Sprite Sprite 500ml,Beverages,Soft Drinks,Sprite,500ml,185.0,149.31,259,False,LOW,Ceylon Cold Stores PLC,SPR-SPRI-500M-GJ,12,1,80,97,10.95,1.3,35.8
LK-BEV-5DQKS,4797079262519,Sprite Sprite 1L,Beverages,Soft Drinks,Sprite,1L,299.95,241.21,143,False,LOW,Negombo Beverages Supply Co. HE3,SPR-SPRI-1L-8U,12,1,98,193,96.23,1.22,5.0
LK-BEV-STK7Y,4792361794969,Sprite Sprite 1.5L,Beverages,Soft Drinks,Sprite,1.5L,370.0,294.01,183,False,LOW,Negombo Beverages Supply Co. HE3,SPR-SPRI-15L-SX,24,2,93,189,6.34,0.99,71.9
LK-BEV-K6GQJ,4792402393625,Sprite Sprite 2L,Beverages,Soft Drinks,Sprite,2L,590.0,458.29,294,False,LOW,Matara Beverages Supply Co. PE4,SPR-SPRI-2L-2G,24,3,82,156,23.38,0.92,17.2
LK-BEV-FL2QF,4791050228921,Fanta Fanta Orange 330ml,Beverages,Soft Drinks,Fanta,330ml,140.0,110.55,145,False,LOW,Ceylon Cold Stores PLC,FAN-FANT-330M-8U,24,2,69,137,12.93,1.37,26.1
LK-BEV-MPPWS,4793373278393,Fanta Fanta Orange 500ml,Beverages,Soft Drinks,Fanta,500ml,180.5,144.61,189,False,LOW,Matara Beverages Supply Co. PE4,FAN-FANT-500M-MF,24,1,53,64,6.78,1.28,38.3
LK-BEV-22XP9,4791557310525,Fanta Fanta Orange 1L,Beverages,Soft Drinks,Fanta,1L,249.95,197.93,184,False,LOW,Ceylon Cold Stores PLC,FAN-FANT-1L-NE,24,2,51,95,2.79,1.14,89.6
LK-BEV-QGJ8N,4794148502750,Fanta Fanta Orange 1.5L,Beverages,Soft Drinks,Fanta,1.5L,359.95,289.13,332,False,LOW,Hambantota Beverages Supply Co. JTC,FAN-FANT-15L-BK,24,1,48,86,12.12,1.18,19.4
LK-BEV-HTYMR,4799596023314,Fanta Fanta Orange 2L,Beverages,Soft Drinks,Fanta,2L,559.95,460.61,312,False,LOW,Kurunegala Beverages Supply Co. FRH,FAN-FANT-2L-W7,24,1,106,165,5.43,0.98,95.7
LK-BEV-AUE7X,4790241300781,Portello Portello 200ml,Beverages,Soft Drinks,Portello,200ml,65.0,50.8,341,False,LOW,Negombo Beverages Supply Co. HE3,POR-PORT-200M-59,24,3,89,137,22.61,0.9,19.3
LK-BEV-6MR34,4799462728657,Portello Portello 300ml,Beverages,Soft Drinks,Portello,300ml,180.0,145.92,195,False,LOW,Ceylon Cold Stores PLC,POR-PORT-300M-HU,12,1,87,173,28.52,1.04,14.9
LK-BEV-3KG92,4794349394161,Maliban Kiri Milk Drink Chocolate 180ml,Beverages,Flavored Milk,Maliban,180ml,240.0,189.14,352,False,LOW,Kurunegala Beverages Supply Co. FRH,MAL-MALI-180M-26,24,1,104,182,53.16,1.25,9.6
LK-BEV-ZW6TE,4791066726411,Maliban Kiri Milk Drink Vanilla 180ml,Beverages,Flavored Milk,Maliban,180ml,220.0,173.28,333,False,LOW,Hambantota Beverages Supply Co. JTC,MAL-MALI-180M-6R,24,2,75,124,5.43,1.04,67.7
LK-BEV-KSR6A,4794704079368,Maliban Kiri Milk Drink Strawberry 180ml,Beverages,Flavored Milk,Maliban,180ml,160.0,125.58,211,False,LOW,Kalutara Beverages Supply Co. C8Q,MAL-MALI-180M-E6,24,3,70,153,11.68,0.97,29.4
LK-BEV-X9HKZ,4796721230081,Maliban Kiri Milk Drink Chocolate 250ml,Beverages,Flavored Milk,Maliban,250ml,65.0,52.13,173,False,LOW,Kurunegala Beverages Supply Co. FRH,MAL-MALI-250M-X7,24,1,95,136,27.89,1.29,16.7
LK-BEV-9P4CP,4790341365321,Maliban Kiri Milk Drink Vanilla 250ml,Beverages,Flavored Milk,Maliban,250ml,80.0,62.13,205,False,LOW,Hambantota Beverages Supply Co. JTC,MAL-MALI-250M-W5,24,3,104,209,15.69,0.92,32.5
LK-BEV-TRR6C,4790491744366,Aqua Water 500ml,Beverages,Bottled Water,Aqua,500ml,140.0,108.2,145,False,LOW,Hambantota Beverages Supply Co. JTC,AQU-AQUA-500M-6F,24,2,112,236,17.53,0.94,31.3
LK-BEV-WSZ55,4791824874149,Aqua Water 1L,Beverages,Bottled Water,Aqua,1L,300.0,243.88,121,False,LOW,Coca-Cola Beverages Sri Lanka,AQU-AQUA-1L-9Z,12,1,80,104,9.19,1.14,42.7
LK-BEV-LJPQL,4791590071322,Aqua Water 1.5L,Beverages,Bottled Water,Aqua,1.5L,400.0,328.62,282,False,LOW,Negombo Beverages Supply Co. HE3,AQU-AQUA-15L-AU,24,2,92,149,5.85,1.08,77.1
LK-BEV-22AUW,4796893911641,Kist Iced Tea 500ml,Beverages,Hot Beverages,Kist,500ml,219.95,172.73,238,False,LOW,Kalutara Beverages Supply Co. C8Q,KIS-KIST-500M-63,24,3,99,211,6.03,1.09,80.4
LK-BEV-AXJ5V,4795521750492,Kist Iced Tea 1L,Beverages,Hot Beverages,Kist,1L,400.0,318.42,152,False,LOW,Hambantota Beverages Supply Co. JTC,KIS-KIST-1L-9J,24,2,107,166,25.55,0.9,20.5
LK-BEV-L7Q5T,4790067246638,Coca-Cola Iced Tea 500ml,Beverages,Hot Beverages,Coca-Cola,500ml,155.0,122.12,226,False,LOW,Hambantota Beverages Supply Co. JTC,COC-COCA-500M-CR,12,1,80,115,50.23,0.99,7.8
LK-BEV-FGHSB,4796548855870,MD Energy Drink 500ml,Beverages,Soft Drinks,MD,500ml,195.0,152.1,349,False,LOW,Kalutara Beverages Supply Co. C8Q,MD-MDEN-500M-ZJ,24,2,67,118,22.43,1.0,14.6
LK-BEV-PWE6N,4798713556698,MD Soda 250ml,Beverages,Soft Drinks,MD,250ml,95.0,76.28,364,False,LOW,Matara Beverages Supply Co. PE4,MD-MDSO-250M-RP,24,3,80,101,31.13,1.06,12.6
LK-BEV-H5JS5,4799476293684,Coca-Cola Iced Tea 2L,Beverages,Hot Beverages,Coca-Cola,2L,580.0,460.32,311,False,LOW,Kalutara Beverages Supply Co. C8Q,COC-COCA-2L-J5,24,1,110,238,53.8,1.18,10.0
LK-BEV-J9EDW,4792038721212,Elephant House Soda 500ml,Beverages,Soft Drinks,Elephant House,500ml,219.9,171.63,121,False,LOW,Kurunegala Beverages Supply Co. FRH,ELE-ELEP-500M-ZE,12,2,93,179,18.39,1.31,24.8
LK-BEV-3X54P,4793935082437,Elephant House Lemon Drink 330ml,Beverages,Soft Drinks,Elephant House,330ml,140.0,115.22,144,False,LOW,Negombo Beverages Supply Co. HE3,ELE-ELEP-330M-J2,12,2,78,146,3.06,1.02,124.9
LK-BEV-UETLD,4792484350745,MD Soda Water 330ml,Beverages,Bottled Water,MD,330ml,135.0,104.29,272,False,LOW,Kalutara Beverages Supply Co. C8Q,MD-MDSO-330M-AP,12,2,113,141,32.15,1.18,17.2
LK-BEV-VNFBA,4797718235324,Sprite Soda Water 2L,Beverages,Bottled Water,Sprite,2L,599.95,489.16,121,False,LOW,Kurunegala Beverages Supply Co. FRH,SPR-SPRI-2L-98,12,3,103,160,73.42,1.12,6.9
LK-BEV-GU7GM,4796661539398,Ceylon Cold Stores Energy Drink 500ml,Beverages,Soft Drinks,Ceylon Cold Stores,500ml,180.0,145.9,199,False,LOW,Negombo Beverages Supply Co. HE3,CEY-CEYL-500M-JT,12,3,54,109,13.98,1.37,18.9
LK-BEV-D5L8X,4798247733916,Fanta Soda Water 1.5L,Beverages,Bottled Water,Fanta,1.5L,340.0,278.17,183,False,LOW,Kurunegala Beverages Supply Co. FRH,FAN-FANT-15L-JC,12,3,62,117,5.3,1.07,57.3
LK-BEV-FUMFF,4796220659109,Sprite Soda 1L,Beverages,Soft Drinks,Sprite,1L,280.0,224.68,355,False,LOW,Ceylon Cold Stores PLC,SPR-SPRI-1L-TS,12,3,80,166,22.51,1.01,17.4
LK-BEV-SKLAD,4797227683524,Elephant House Iced Tea 2L,Beverages,Hot Beverages,Elephant House,2L,460.0,370.42,143,False,LOW,Matara Beverages Supply Co. PE4,ELE-ELEP-2L-D6,24,3,61,76,7.24,1.28,41.3
LK-BEV-D5PJX,4798677546582,Coca-Cola Orange Drink 1L,Beverages,Soft Drinks,Coca-Cola,1L,279.95,222.39,350,False,LOW,Matara Beverages Supply Co. PE4,COC-COCA-1L-H8,12,2,107,198,8.04,1.11,65.2
LK-BEV-4UEXU,4796351757354,Kist Energy Drink 250ml,Beverages,Soft Drinks,Kist,250ml,75.0,58.5,210,False,LOW,Kurunegala Beverages Supply Co. FRH,KIS-KIST-250M-EZ,12,3,98,173,3.36,1.18,142.9
LK-BEV-QQ6WK,4792964842104,Kist Soda Water 500ml,Beverages,Bottled Water,Kist,500ml,230.0,191.47,321,False,LOW,Hambantota Beverages Supply Co. JTC,KIS-KIST-500M-LM,12,2,59,114,45.7,1.19,6.3
LK-BEV-934CT,4791426430293,Ceylon Cold Stores Soda 330ml,Beverages,Soft Drinks,Ceylon Cold Stores,330ml,115.5,91.37,178,False,LOW,Kurunegala Beverages Supply Co. FRH,CEY-CEYL-330M-8C,12,2,110,149,11.41,0.91,47.2
LK-BEV-NKLZC,4791496284079,Ceylon Cold Stores Soda 250ml,Beverages,Soft Drinks,Ceylon Cold Stores,250ml,105.0,85.29,291,False,LOW,Kurunegala Beverages Supply Co. FRH,CEY-CEYL-250M-5X,12,1,117,195,86.91,1.23,6.6
LK-BEV-6KVV3,4796669483600,Elephant House Iced Tea 500ml,Beverages,Hot Beverages,Elephant House,500ml,220.0,182.97,363,False,LOW,Negombo Beverages Supply Co. HE3,ELE-ELEP-500M-VP,24,2,93,195,12.15,1.19,37.5
LK-BEV-M22KP,4792572734686,Ceylon Cold Stores Energy Drink 330ml,Beverages,Soft Drinks,Ceylon Cold Stores,330ml,110.0,87.5,322,False,LOW,Kurunegala Beverages Supply Co. FRH,CEY-CEYL-330M-L8,12,2,107,147,128.35,1.03,4.1
LK-BEV-YGV2F,4798068628866,Sprite Soda Water 250ml,Beverages,Bottled Water,Sprite,250ml,70.0,56.46,131,False,LOW,Kurunegala Beverages Supply Co. FRH,SPR-SPRI-250M-8L,24,2,80,167,25.58,1.3,15.3
LK-BEV-W4FQV,4794088331830,Coca-Cola Soda Water 1.5L,Beverages,Bottled Water,Coca-Cola,1.5L,450.0,359.42,229,False,LOW,Hambantota Beverages Supply Co. JTC,COC-COCA-15L-BH,24,2,82,136,17.56,1.22,22.9
LK-BEV-RAFLL,4790163185206,Sprite Orange Drink 250ml,Beverages,Soft Drinks,Sprite,250ml,105.5,81.37,274,False,LOW,Ceylon Cold Stores PLC,SPR-SPRI-250M-KR,12,2,67,94,3.45,1.31,95.2
LK-BEV-MFL9C,4792318967200,Coca-Cola Iced Tea 250ml,Beverages,Hot Beverages,Coca-Cola,250ml,105.0,85.43,121,False,LOW,Kurunegala Beverages Supply Co. FRH,COC-COCA-250M-HM,24,1,79,102,13.03,1.06,29.7
LK-BEV-GF72X,4793244834383,Kist Energy Drink 2L,Beverages,Soft Drinks,Kist,2L,629.9,496.02,296,False,LOW,Kurunegala Beverages Supply Co. FRH,KIS-KIST-2L-8H,24,1,88,130,49.17,0.96,8.8
LK-BEV-KMCSD,4790938083492,MD Lemon Drink 250ml,Beverages,Soft Drinks,MD,250ml,90.5,75.35,243,False,LOW,Negombo Beverages Supply Co. HE3,MD-MDLE-250M-HM,12,2,62,97,11.25,1.33,27.0
LK-BEV-QJYM6,4796252021318,Elephant House Energy Drink 500ml,Beverages,Soft Drinks,Elephant House,500ml,229.95,187.48,139,False,LOW,Ceylon Cold Stores PLC,ELE-ELEP-500M-57,24,2,69,119,8.04,1.35,42.1
LK-BEV-36HH5,4797862902516,Ceylon Cold Stores Energy Drink 250ml,Beverages,Soft Drinks,Ceylon Cold Stores,250ml,90.0,70.59,141,False,LOW,Kalutara Beverages Supply Co. C8Q,CEY-CEYL-250M-N3,24,2,103,169,27.48,0.92,18.4
LK-BEV-XPBUA,4795319841050,Coca-Cola Soda Water 500ml,Beverages,Bottled Water,Coca-Cola,500ml,190.5,150.17,358,False,LOW,Ceylon Cold Stores PLC,COC-COCA-500M-6W,24,1,115,167,13.99,1.11,40.3
LK-BEV-S569D,4790830764406,Kist Energy Drink 330ml,Beverages,Soft Drinks,Kist,330ml,120.0,93.88,249,False,LOW,Kalutara Beverages Supply Co. C8Q,KIS-KIST-330M-QW,24,1,58,98,32.63,1.22,8.7
LK-BEV-MBHRJ,4790511213407,Kist Lemon Drink 500ml,Beverages,Soft Drinks,Kist,500ml,239.95,188.56,260,False,LOW,Matara Beverages Supply Co. PE4,KIS-KIST-500M-N2,12,1,53,82,5.05,1.06,51.4
LK-BEV-EF7D3,4794857968861,MD Orange Drink 500ml,Beverages,Soft Drinks,MD,500ml,140.0,108.9,241,False,LOW,Coca-Cola Beverages Sri Lanka,MD-MDOR-500M-FL,24,1,105,203,16.33,1.05,31.5
LK-BEV-DHGTX,4796767761952,Coca-Cola Soda 500ml,Beverages,Soft Drinks,Coca-Cola,500ml,210.0,165.91,150,False,LOW,Coca-Cola Beverages Sri Lanka,COC-COCA-500M-T3,12,1,109,135,17.26,1.11,30.9
LK-BEV-JKPAS,4795347827729,Fanta Soda 250ml,Beverages,Soft Drinks,Fanta,250ml,80.5,63.1,130,False,LOW,Kalutara Beverages Supply Co. C8Q,FAN-FANT-250M-NK,12,2,71,122,8.37,1.29,41.6
LK-BEV-NPX8B,4792409398661,Elephant House Iced Tea 1L,Beverages,Hot Beverages,Elephant House,1L,299.9,240.72,163,False,LOW,Coca-Cola Beverages Sri Lanka,ELE-ELEP-1L-V2,24,2,82,109,20.15,1.02,19.9
LK-BEV-E473L,4792735334067,Ceylon Cold Stores Soda 1L,Beverages,Soft Drinks,Ceylon Cold Stores,1L,370.0,305.01,181,False,LOW,Negombo Beverages Supply Co. HE3,CEY-CEYL-1L-LD,12,3,102,142,10.71,1.03,46.7
